"Location_skey";"Country";"State";"Region";"City";"Address";"PostalCode";"District";"SubDistrict";"SubSubDistrict";"SubSubSubDistrict";"DistrictCode";"SubDistrictCode";"SubSubDistrictCode";"SubSubSubDistrictCode";"Latitude";"Longitude";"IsGarage";"NameGarage"
"5092";"NLD";"NH";"Amsterdam";"Amsterdam";"Langswater 268";"1069EC";"Nieuw West";"De Punt";"De Punt";"De Punt";"F";"F83";"F83a";"-1";52.355501;4.789584;NA;NA
"5759";"NLD";"NH";"Amsterdam";"Amsterdam";"Overtoom 327";"1054JM";"West";"Overtoomse Sluis";"Vondelparkbuurt West";"Vondelparkbuurt West";"E";"E21";"E21b";"-1";52.3578541;4.8557024;NA;NA
"10337";"NLD";"NH";"Amsterdam";"Amsterdam";"Marnixstraat 240";"1016TL";"Centrum";"Grachtengordel West";"Felix Meritisbuurt";"Felix Meritisbuurt";"A";"A02";"A02c";"-1";52.370634;4.876618;NA;NA
"10341";"NLD";"NH";"Amsterdam";"Amsterdam";"Plantage Doklaan 42";"1018CN";"Centrum";"Oostelijke Eilanden Kadijken";"Kadijken";"Kadijken";"A";"A09";"A09i";"-1";52.368142;4.91286;NA;NA
"20642";"NLD";"NH";"Amsterdam";"Amsterdam";"Dalsteindreef 408";"1102XA";"Zuidoost";"Bijlmer Centrum (D,F,H)";"Amsterdamse Poort";"Amsterdamse Poort";"T";"T93";"T93e";"-1";52.326577;4.947817;NA;NA
"21134";"NLD";"NH";"Amsterdam";"Amsterdam";"Griftstraat 52";"1079ZE";"Zuid";"Rijnbuurt";"Kromme Mijdrechtbuurt";"Kromme Mijdrechtbuurt";"K";"K54";"K54a";"-1";52.341213;4.900009;NA;NA
"9552";"NLD";"NH";"Amsterdam";"Amsterdam";"Beemsterstraat 310";"1024BM";"Noord";"Nieuwendam Noord";"Nieuwendam Noord";"Nieuwendam Noord";"N";"-1";"-1";"-1";52.3939938;4.9492265;NA;NA
"9756";"NLD";"NH";"Amsterdam";"Amsterdam";"Domela Nieuwenhuisstraat 8";"1069SR";"Nieuw West";"De Punt";"De Punt";"De Punt";"F";"F83";"F83a";"-1";52.351532;4.79862;NA;NA
"10032";"NLD";"NH";"Amsterdam";"Amsterdam";"Veerstraat 69";"1075SP";"Zuid";"Schinkelbuurt";"Schinkelbuurt";"Schinkelbuurt";"K";"K45";"-1";"-1";52.350581;4.853462;NA;NA
"10034";"NLD";"NH";"Amsterdam";"Amsterdam";"Kromme Mijdrechtstraat 35";"1079KP";"Zuid";"Rijnbuurt";"Kromme Mijdrechtbuurt";"Kromme Mijdrechtbuurt";"K";"K54";"K54a";"-1";52.3452152;4.9092337;NA;NA
"10037";"NLD";"NH";"Amsterdam";"Amsterdam";"John Blankensteinstraat 55";"1095MB";"Oost";"Indische Buurt Oost";"Noordoostkwadrant Indische buurt";"Noordoostkwadrant Indische buurt";"M";"M32";"M32a";"-1";52.375081;4.965741;NA;NA
"9382";"NLD";"NH";"Amsterdam";"Amsterdam";"Westlandgracht 155";"1059TH";"Zuid";"Hoofddorppleinbuurt";"Aalsmeerwegbuurt Oost";"Aalsmeerwegbuurt Oost";"K";"K44";"K44d";"-1";52.350876;4.846094;NA;NA
"9559";"NLD";"NH";"Amsterdam";"Amsterdam";"Th. J. Lammerslaan 12";"1064DH";"Nieuw West";"Slotermeer Zuidwest";"Buurt 4 Oost";"Buurt 4 Oost";"F";"F77";"F77c";"-1";52.372251;4.818471;NA;NA
"9750";"NLD";"NH";"Amsterdam";"Amsterdam";"Gibraltarstraat 55";"1055NK";"West";"Erasmuspark";"Erasmusparkbuurt West";"Erasmusparkbuurt West";"E";"E38";"E38c";"-1";52.383446;4.851032;NA;NA
"9803";"NLD";"NH";"Amsterdam";"Amsterdam";"Nicolaas Maesstraat 71";"1071PR";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.354805;4.881266;NA;NA
"2804";"NLD";"NH";"Amsterdam";"Amsterdam";"Pond Sterlinglaan 49";"1060RS";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.347526;4.788276;NA;NA
"2910";"NLD";"NH";"Amsterdam";"Amsterdam";"Dolhaantjestraat 37";"1067AB";"Nieuw West";"Geuzenveld";"Buurt 9";"Buurt 9";"F";"F78";"F78d";"-1";52.383343;4.80723;NA;NA
"3093";"NLD";"NH";"Amsterdam";"Amsterdam";"Aquamarin 66";"1382KM";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.310194;5.024731;NA;NA
"3451";"NLD";"NH";"Amsterdam";"Amsterdam";"Meeuwenplein 1";"1022BK";"Noord";"IJplein Vogelbuurt";"Vogelbuurt Noord";"Vogelbuurt Noord";"N";"N61";"N61c";"-1";52.389042;4.921253;NA;NA
"3634";"NLD";"NH";"Amsterdam";"Amsterdam";"Johan Greivestraat 14";"1061AV";"Nieuw West";"Overtoomse Veld";"Overtoomse Veld Noord";"Overtoomse Veld Noord";"F";"F86";"F86a";"-1";52.365182;4.835999;NA;NA
"3954";"NLD";"NH";"Amsterdam";"Amsterdam";"Brouwersgracht 300";"1013HG";"Centrum";"Haarlemmerbuurt";"Haarlemmerbuurt West";"Haarlemmerbuurt West";"A";"A05";"A05c";"-1";52.383576;4.883266;NA;NA
"4799";"NLD";"NH";"Amsterdam";"Amsterdam";"Vogelenzangstraat 57";"1058SP";"Zuid";"Hoofddorppleinbuurt";"Westlandgrachtbuurt";"Westlandgrachtbuurt";"K";"K44";"K44b";"-1";52.354285;4.8462;NA;NA
"4884";"NLD";"NH";"Amsterdam";"Amsterdam";"Daniel Stalpertstraat 41";"1072XA";"Zuid";"Oude Pijp";"Frans Halsbuurt";"Frans Halsbuurt";"K";"K24";"K24c";"-1";52.3563965;4.8871472;NA;NA
"5749";"NLD";"NH";"Amsterdam";"Amsterdam";"Beverwijkstraat 3";"1024VR";"Noord";"Waterlandpleinbuurt";"Werengouw Midden";"Werengouw Midden";"N";"N68";"N68c";"-1";52.393723;4.95553;NA;NA
"5767";"NLD";"NH";"Amsterdam";"Amsterdam";"Nellie Bodenheimstraat 3";"1064ML";"Nieuw West";"Slotermeer Zuidwest";"Buurt 4 Oost";"Buurt 4 Oost";"F";"F77";"F77c";"-1";52.379972;4.811523;NA;NA
"5844";"NLD";"NH";"Amsterdam";"Amsterdam";"Escudolaan 5";"1060ST";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.345621;4.784602;NA;NA
"21893";"NLD";"NH";"Amsterdam";"Amsterdam";"Thomas Hoodstraat 4";"1086WE";"Oost";"IJburg West";"IJburg West";"IJburg West";"M";"M35";"-1";"-1";52.359898;4.982376;NA;NA
"21906";"NLD";"NH";"Amsterdam";"Amsterdam";"Sean MacBridestraat 30";"1102BA";"Zuidoost";"Bijlmer Centrum (D,F,H)";"Amsterdamse Poort";"Amsterdamse Poort";"T";"T93";"T93e";"-1";52.320462;4.957657;NA;NA
"22060";"NLD";"NH";"Amsterdam";"Amsterdam";"Admiralengracht 297";"1056EB";"West";"Erasmuspark";"Robert Scottbuurt Oost";"Robert Scottbuurt Oost";"E";"E38";"E38d";"-1";52.37319;4.855462;NA;NA
"22063";"NLD";"NH";"Amsterdam";"Amsterdam";"Orteliusstraat 290";"1056PN";"West";"Erasmuspark";"Robert Scottbuurt Oost";"Robert Scottbuurt Oost";"E";"E38";"E38d";"-1";52.372855;4.847791;NA;NA
"4588";"NLD";"NH";"Amsterdam";"Amsterdam";"Humberweg 3";"1043AC";"Nieuw West";"Bedrijventerrein Sloterdijk";"Sloterdijk II";"Sloterdijk II";"F";"F11";"F11a";"-1";52.391307;4.830847;NA;NA
"4600";"NLD";"NH";"Amsterdam";"Amsterdam";"President Kennedylaan 148";"1079NL";"Zuid";"Rijnbuurt";"Rijnbuurt Midden";"Rijnbuurt Midden";"K";"K54";"K54c";"-1";52.340689;4.906056;NA;NA
"4921";"NLD";"NH";"Amsterdam";"Amsterdam";"H. Cleyndertweg 455";"1025DT";"Noord";"Nieuwendam Noord";"Nieuwendam Noord";"Nieuwendam Noord";"N";"-1";"-1";"-1";52.403353;4.938304;NA;NA
"5098";"NLD";"NH";"Amsterdam";"Amsterdam";"Eerste van der Helststraat 1";"1073AA";"Zuid";"Oude Pijp";"Gerard Doubuurt";"Gerard Doubuurt";"K";"K24";"K24b";"-1";52.357815;4.89285;NA;NA
"6209";"NLD";"NH";"Amsterdam";"Amsterdam";"Da Costakade 114";"1053XB";"West";"Da Costabuurt";"Da Costabuurt Noord";"Da Costabuurt Noord";"E";"E17";"E17a";"-1";52.368987;4.872207;NA;NA
"6733";"NLD";"NH";"Amsterdam";"Amsterdam";"Meidoornweg 10";"1031GG";"Noord";"Volewijck";"Van der Pekbuurt";"Van der Pekbuurt";"N";"N60";"N60a";"-1";52.386684;4.909443;NA;NA
"24005";"NLD";"NH";"Amsterdam";"Amsterdam";"Aquamarin 84";"1382KN";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.310235;5.023279;NA;NA
"24106";"NLD";"NH";"Amsterdam";"Amsterdam";"Albert Hahnplantsoen 12";"1077BM";"Zuid";"Apollobuurt";"Beethovenbuurt";"Beethovenbuurt";"K";"K49";"K49b";"-1";52.351091;4.869314;NA;NA
"24478";"NLD";"NH";"Amsterdam";"Amsterdam";"Nickeriestraat 39";"1058VV";"Nieuw West";"Westlandgracht";"Andreasterrein";"Andreasterrein";"F";"F87";"F87b";"-1";52.362808;4.85358;NA;NA
"21145";"NLD";"NH";"Amsterdam";"Amsterdam";"Cornelis Schuurmanhof 20";"1106WR";"Zuidoost";"Gein";"Gein Noordoost";"Gein Noordoost";"T";"T97";"T97c";"-1";52.29734;4.993589;NA;NA
"21701";"NLD";"NH";"Amsterdam";"Amsterdam";"Bolestein 710";"1081EN";"Zuid";"Buitenveldert West";"Buitenveldert West";"Buitenveldert West";"K";"K90";"-1";"-1";52.32417;4.859526;NA;NA
"21853";"NLD";"NH";"Amsterdam";"Amsterdam";"Bentinckstraat 30";"1051GL";"West";"Centrale Markt";"Bedrijvencentrum Westerkwartier";"Bedrijvencentrum Westerkwartier";"E";"E15";"E15c";"-1";52.383693;4.874092;NA;NA
"22066";"NLD";"NH";"Amsterdam";"Amsterdam";"Paramariboplein 60";"1058AT";"West";"Westindische Buurt";"Paramariboplein e.o.";"Paramariboplein e.o.";"E";"E43";"E43a";"-1";52.35994;4.854571;NA;NA
"22543";"NLD";"NH";"Amsterdam";"Amsterdam";"Eerste Helmersstraat 224";"1054EP";"West";"Helmersbuurt";"Cremerbuurt Oost";"Cremerbuurt Oost";"E";"E20";"E20c";"-1";52.360008;4.861191;NA;NA
"22557";"NLD";"NH";"Amsterdam";"Amsterdam";"Piet Mondriaanstraat 140";"1061TT";"Nieuw West";"Overtoomse Veld";"Overtoomse Veld Noord";"Overtoomse Veld Noord";"F";"F86";"F86a";"-1";52.365864;4.836739;NA;NA
"22581";"NLD";"NH";"Amsterdam";"Amsterdam";"Schinkelkade 45";"1075VK";"Zuid";"Schinkelbuurt";"Schinkelbuurt";"Schinkelbuurt";"K";"K45";"-1";"-1";52.351432;4.852882;NA;NA
"22604";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Marumstraat 14";"1098RP";"Oost";"Middenmeer";"Linnaeusparkbuurt";"Linnaeusparkbuurt";"M";"M56";"M56a";"-1";52.350233;4.938429;NA;NA
"7748";"NLD";"NH";"Amsterdam";"Amsterdam";"Amstelkade 13";"1078AB";"Zuid";"IJselbuurt";"IJselbuurt";"IJselbuurt";"K";"K53";"-1";"-1";52.349236;4.907456;NA;NA
"7846";"NLD";"NH";"Amsterdam";"Amsterdam";"Pieter Vlamingstraat 20";"1093AD";"Oost";"Dapperbuurt";"Dapperbuurt Noord";"Dapperbuurt Noord";"M";"M29";"M29a";"-1";52.364551;4.924485;NA;NA
"7847";"NLD";"NH";"Amsterdam";"Amsterdam";"Willem Beukelsstraat 39";"1097CR";"Oost";"Betondorp";"Betondorp";"Betondorp";"M";"M57";"M57a";"-1";52.352745;4.927233;NA;NA
"8234";"NLD";"NH";"Amsterdam";"Amsterdam";"Jasonstraat 19";"1076KW";"Zuid";"Stadionbuurt";"IJsbaanpad e.o.";"IJsbaanpad e.o.";"K";"K48";"K48e";"-1";52.344563;4.860087;NA;NA
"8460";"NLD";"NH";"Amsterdam";"Amsterdam";"Roelof Hartplein 17";"1071TS";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.353104;4.883019;NA;NA
"8600";"NLD";"NH";"Amsterdam";"Amsterdam";"Beemsterstraat 548";"1024BV";"Noord";"Nieuwendam Noord";"Nieuwendam Noord";"Nieuwendam Noord";"N";"-1";"-1";"-1";52.396864;4.951274;NA;NA
"7405";"NLD";"NH";"Amsterdam";"Amsterdam";"Concertgebouwplein 20";"1071LN";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.355652;4.878029;NA;NA
"9298";"NLD";"NH";"Amsterdam";"Amsterdam";"Ookmeerweg 225";"1068BB";"Nieuw West";"Osdorp Oost";"Meer en Oever";"Meer en Oever";"F";"F81";"F81b";"-1";52.364658;4.79733;NA;NA
"9299";"NLD";"NH";"Amsterdam";"Amsterdam";"Tweede Jan van der Heijdenstraat 109";"1074XT";"Zuid";"Nieuwe Pijp";"Willibrordusbuurt";"Willibrordusbuurt";"K";"K25";"K25a";"-1";52.356675;4.904373;NA;NA
"9370";"NLD";"NH";"Amsterdam";"Amsterdam";"Lijnbaansgracht 283";"1017RM";"Centrum";"De Weteringschans";"Den Texbuurt";"Den Texbuurt";"A";"A07";"A07f";"-1";52.361892;4.886573;NA;NA
"9380";"NLD";"NH";"Amsterdam";"Amsterdam";"Woestduinstraat 14";"1058TD";"Zuid";"Hoofddorppleinbuurt";"Westlandgrachtbuurt";"Westlandgrachtbuurt";"K";"K44";"K44b";"-1";52.354161;4.847686;NA;NA
"9381";"NLD";"NH";"Amsterdam";"Amsterdam";"Bonairestraat 47";"1058XD";"West";"Westindische Buurt";"Paramariboplein e.o.";"Paramariboplein e.o.";"E";"E43";"E43a";"-1";52.360878;4.855557;NA;NA
"9385";"NLD";"NH";"Amsterdam";"Amsterdam";"Willem Nakkenstraat 50";"1061TC";"Nieuw West";"Overtoomse Veld";"Overtoomse Veld Noord";"Overtoomse Veld Noord";"F";"F86";"F86a";"-1";52.36522;4.83897;NA;NA
"22300";"NLD";"NH";"Amsterdam";"Amsterdam";"Westerstraat 343";"1015MH";"Centrum";"Grachtengordel West";"Langestraat e.o.";"Langestraat e.o.";"A";"A02";"A02a";"-1";52.377645;4.879784;NA;NA
"22559";"NLD";"NH";"Amsterdam";"Amsterdam";"Koningin Wilhelminaplein 14";"1062HK";"Nieuw West";"Overtoomse Veld";"Overtoomse veld Zuid";"Overtoomse veld Zuid";"F";"F86";"F86b";"-1";52.355505;4.836075;NA;NA
"22580";"NLD";"NH";"Amsterdam";"Amsterdam";"Des Presstraat 18";"1075NZ";"Zuid";"Schinkelbuurt";"Schinkelbuurt";"Schinkelbuurt";"K";"K45";"-1";"-1";52.350083;4.860115;NA;NA
"22835";"NLD";"NH";"Amsterdam";"Amsterdam";"Bernard Zweerskade 18";"1077TZ";"Zuid";"Apollobuurt";"Beethovenbuurt";"Beethovenbuurt";"K";"K49";"K49b";"-1";52.345006;4.877997;NA;NA
"23316";"NLD";"NH";"Amsterdam";"Amsterdam";"Trompenburgstraat 38";"1079TZ";"Zuid";"Rijnbuurt";"Kromme Mijdrechtbuurt";"Kromme Mijdrechtbuurt";"K";"K54";"K54a";"-1";52.343887;4.90529;NA;NA
"23320";"NLD";"NH";"Amsterdam";"Amsterdam";"Camperstraat 47";"1091AD";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Noordwest";"Oosterparkbuurt Noordwest";"M";"M28";"M28a";"-1";52.358683;4.91308;NA;NA
"21859";"NLD";"NH";"Amsterdam";"Amsterdam";"Nassaukade 366";"1054AB";"West";"Helmersbuurt";"Cremerbuurt Oost";"Cremerbuurt Oost";"E";"E20";"E20c";"-1";52.365895;4.878268;NA;NA
"21894";"NLD";"NH";"Amsterdam";"Amsterdam";"Bert Haanstrakade 396";"1087EC";"Oost";"IJburg West";"Haveneiland Noordoost";"Haveneiland Noordoost";"M";"M35";"M35f";"-1";52.357304;5.000349;NA;NA
"22849";"NLD";"NH";"Amsterdam";"Amsterdam";"Delistraat 25";"1094CT";"Oost";"Indische Buurt West";"Noordwestkwadrant Indische buurt Noord";"Noordwestkwadrant Indische buurt Noord";"M";"M31";"M31a";"-1";52.365388;4.933123;NA;NA
"22857";"NLD";"NH";"Amsterdam";"Amsterdam";"Biothof 15";"1098RX";"Oost";"Middenmeer";"Linnaeusparkbuurt";"Linnaeusparkbuurt";"M";"M56";"M56a";"-1";52.349949;4.942588;NA;NA
"22860";"NLD";"NH";"Amsterdam";"Amsterdam";"Mijndenhof 51";"1106GC";"Zuidoost";"Gein";"Gein Noordoost";"Gein Noordoost";"T";"T97";"T97c";"-1";52.300445;4.972499;NA;NA
"24475";"NLD";"NH";"Amsterdam";"Amsterdam";"Gillis van Ledenberchstraat 97";"1052VC";"West";"Da Costabuurt";"Da Costabuurt Noord";"Da Costabuurt Noord";"E";"E17";"E17a";"-1";52.375888;4.87174;NA;NA
"24910";"NLD";"NH";"Amsterdam";"Amsterdam";"Kattenburgerkruisstraat 6";"1018JR";"Centrum";"Oostelijke Eilanden Kadijken";"Kadijken";"Kadijken";"A";"A09";"A09i";"-1";52.37234;4.919768;NA;NA
"24928";"NLD";"NH";"Amsterdam";"Amsterdam";"Kanaalstraat 68";"1054XK";"West";"Helmersbuurt";"Cremerbuurt Oost";"Cremerbuurt Oost";"E";"E20";"E20c";"-1";52.362514;4.864555;NA;NA
"24931";"NLD";"NH";"Amsterdam";"Amsterdam";"Shackletonstraat 3";"1056RL";"West";"Erasmuspark";"Robert Scottbuurt Oost";"Robert Scottbuurt Oost";"E";"E38";"E38d";"-1";52.372775;4.852411;NA;NA
"24941";"NLD";"NH";"Amsterdam";"Amsterdam";"Vossiusstraat 25";"1071AE";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.36079;4.879974;NA;NA
"24943";"NLD";"NH";"Amsterdam";"Amsterdam";"Govert Flinckstraat 56";"1072EJ";"Zuid";"Nieuwe Pijp";"Cornelis Troostbuurt";"Cornelis Troostbuurt";"K";"K25";"K25d";"-1";52.354061;4.887569;NA;NA
"2963";"NLD";"NH";"Amsterdam";"Amsterdam";"Keizersgracht 151";"1015CL";"Centrum";"Grachtengordel West";"Leliegracht e.o.";"Leliegracht e.o.";"A";"A02";"A02b";"-1";52.375757;4.886566;NA;NA
"2988";"NLD";"NH";"Amsterdam";"Amsterdam";"Sneeuwbalweg 5";"1032VS";"Noord";"Volewijck";"Bloemenbuurt Noord";"Bloemenbuurt Noord";"N";"N60";"N60c";"-1";52.3982429;4.9186682;NA;NA
"3111";"NLD";"NH";"Amsterdam";"Amsterdam";"Lepelstraat 1";"1018XK";"Centrum";"Weesperbuurt Plantage";"Weesperbuurt";"Weesperbuurt";"A";"A08";"A08a";"-1";52.362645;4.905302;NA;NA
"3623";"NLD";"NH";"Amsterdam";"Amsterdam";"Ladogameerhof 142";"1060RE";"Nieuw West";"Middelveldsche Akerpolder";"De Aker West";"De Aker West";"F";"F84";"F84b";"-1";52.35074;4.781596;NA;NA
"3706";"NLD";"NH";"Amsterdam";"Amsterdam";"Nieuwe Herengracht 51";"1011RN";"Centrum";"Nieuwmarkt Lastage";"Waterloopleinbuurt";"Waterloopleinbuurt";"A";"A04";"A04i";"-1";52.366486;4.904333;NA;NA
"4030";"NLD";"NH";"Amsterdam";"Amsterdam";"Oostenburgergracht 63";"1018NC";"Centrum";"Oostelijke Eilanden Kadijken";"Oostenburg";"Oostenburg";"A";"A09";"A09d";"-1";52.368444;4.922889;NA;NA
"4052";"NLD";"NH";"Amsterdam";"Amsterdam";"Singel 7";"1012VC";"Centrum";"Burgwallen Nieuwe Zijde";"Hemelrijk";"Hemelrijk";"A";"A01";"A01b";"-1";52.3782331;4.8938433;NA;NA
"4113";"NLD";"NH";"Amsterdam";"Amsterdam";"Alkmaarstraat 69";"1024TK";"Noord";"Waterlandpleinbuurt";"Werengouw Midden";"Werengouw Midden";"N";"N68";"N68c";"-1";52.394374;4.951529;NA;NA
"4129";"NLD";"NH";"Amsterdam";"Amsterdam";"Haparandadam 45";"1013AK";"Centrum";"Haarlemmerbuurt";"Haarlemmerbuurt Oost";"Haarlemmerbuurt Oost";"A";"A05";"A05b";"-1";52.398357;4.883745;NA;NA
"9294";"NLD";"NH";"Amsterdam";"Amsterdam";"Zlotylaan 52";"1060SJ";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.347107;4.78651;NA;NA
"9393";"NLD";"NH";"Amsterdam";"Amsterdam";"Celebesstraat 59";"1094ER";"Oost";"Indische Buurt West";"Noordwestkwadrant Indische buurt Noord";"Noordwestkwadrant Indische buurt Noord";"M";"M31";"M31a";"-1";52.362224;4.931682;NA;NA
"9558";"NLD";"NH";"Amsterdam";"Amsterdam";"Louise Marie Loeberplantsoen 42";"1062DD";"Nieuw West";"Overtoomse Veld";"Overtoomse veld Zuid";"Overtoomse veld Zuid";"F";"F86";"F86b";"-1";52.361304;4.837995;NA;NA
"9568";"NLD";"NH";"Amsterdam";"Amsterdam";"Amstelvlietstraat 231";"1096GG";"Oost";"De Omval";"De Omval";"De Omval";"M";"-1";"M58h";"-1";52.338656;4.919303;NA;NA
"41994";"NLD";"NH";"Amsterdam";"Amsterdam";"Wiborgeiland 239";"1013AX";"Centrum";"Haarlemmerbuurt";"Haarlemmerbuurt Oost";"Haarlemmerbuurt Oost";"A";"A05";"A05b";"-1";52.395028;4.879962;NA;NA
"42298";"NLD";"NH";"Amsterdam";"Amsterdam";"Borgerstraat 24";"1053PR";"West";"Da Costabuurt";"Da Costabuurt Noord";"Da Costabuurt Noord";"E";"E17";"E17a";"-1";52.365736;4.868901;NA;NA
"42337";"NLD";"NH";"Amsterdam";"Amsterdam";"Marconistraat 9";"1098TG";"Oost";"Middenmeer";"Linnaeusparkbuurt";"Linnaeusparkbuurt";"M";"M56";"M56a";"-1";52.351755;4.944009;NA;NA
"7403";"NLD";"NH";"Amsterdam";"Amsterdam";"Hudsonstraat 109";"1057SC";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.368035;4.853001;NA;NA
"9196";"NLD";"NH";"Amsterdam";"Amsterdam";"Sportpark Kadoelen 5";"1035NB";"Noord";"Kadoelen";"Kadoelen";"Kadoelen";"N";"N67";"N67a";"-1";52.4146615;4.9109536;NA;NA
"9396";"NLD";"NH";"Amsterdam";"Amsterdam";"Bertrand Russellstraat 15";"1097HL";"Oost";"Betondorp";"Betondorp";"Betondorp";"M";"M57";"M57a";"-1";52.347752;4.92049;NA;NA
"9400";"NLD";"NH";"Amsterdam";"Amsterdam";"Kleine Pimpernelstraat 20";"1104HV";"Zuidoost";"Bijlmer Oost (E,G,K)";"Kantershof";"Kantershof";"T";"T94";"T94k";"-1";52.314975;4.982468;NA;NA
"9564";"NLD";"NH";"Amsterdam";"Amsterdam";"Blasiusstraat 74";"1091CW";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Noordwest";"Oosterparkbuurt Noordwest";"M";"M28";"M28a";"-1";52.357023;4.911023;NA;NA
"24095";"NLD";"NH";"Amsterdam";"Amsterdam";"Heer Halewijnstraat 15";"1055SR";"West";"Erasmuspark";"Erasmusparkbuurt West";"Erasmusparkbuurt West";"E";"E38";"E38c";"-1";52.377658;4.854529;NA;NA
"24486";"NLD";"NH";"Amsterdam";"Amsterdam";"Waterschapstraat 101";"1069WR";"Nieuw West";"De Punt";"De Punt";"De Punt";"F";"F83";"F83a";"-1";52.357526;4.782789;NA;NA
"24666";"NLD";"NH";"Amsterdam";"Amsterdam";"Von Zesenstraat 4";"1093AW";"Oost";"Dapperbuurt";"Dapperbuurt Noord";"Dapperbuurt Noord";"M";"M29";"M29a";"-1";52.363706;4.923735;NA;NA
"3995";"NLD";"NH";"Amsterdam";"Amsterdam";"Javaplein 17";"1095CH";"Oost";"Indische Buurt Oost";"Noordoostkwadrant Indische buurt";"Noordoostkwadrant Indische buurt";"M";"M32";"M32a";"-1";52.363791;4.940291;NA;NA
"4584";"NLD";"NH";"Amsterdam";"Amsterdam";"Admiraal de Ruijterweg 123";"1056EW";"West";"Geuzenbuurt";"Pieter van der Doesbuurt";"Pieter van der Doesbuurt";"E";"E40";"E40c";"-1";52.373046;4.858978;NA;NA
"4598";"NLD";"NH";"Amsterdam";"Amsterdam";"Parnassusweg 19";"1077DB";"Zuid";"Apollobuurt";"Minervabuurt Zuid";"Minervabuurt Zuid";"K";"K49";"K49f";"-1";52.34537;4.867644;NA;NA
"4803";"NLD";"NH";"Amsterdam";"Amsterdam";"Ruysdaelstraat 24";"1071XD";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.354444;4.885004;NA;NA
"4930";"NLD";"NH";"Amsterdam";"Amsterdam";"Koninginneweg 42";"1075EA";"Zuid";"Willemspark";"Willemsparkbuurt Noord";"Willemsparkbuurt Noord";"K";"K46";"K46c";"-1";52.354021;4.865703;NA;NA
"9642";"NLD";"NH";"Amsterdam";"Amsterdam";"Edenburg 14";"1103BJ";"Zuidoost";"Bijlmer Oost (E,G,K)";"E-buurt";"E-buurt";"T";"T94";"T94a";"-1";52.324742;4.960971;NA;NA
"9760";"NLD";"NH";"Amsterdam";"Amsterdam";"Krammerstraat 5";"1078KE";"Zuid";"IJselbuurt";"IJselbuurt";"IJselbuurt";"K";"K53";"-1";"-1";52.34633;4.887608;NA;NA
"10163";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan van Eijckstraat 31";"1077LG";"Zuid";"Apollobuurt";"Beethovenbuurt";"Beethovenbuurt";"K";"K49";"K49b";"-1";52.349907;4.875978;NA;NA
"3502";"NLD";"NH";"Amsterdam";"Amsterdam";"Gerard Brandtstraat 6";"1054JB";"West";"Helmersbuurt";"WG-terrein";"WG-terrein";"E";"E20";"E20b";"-1";52.361031;4.86771;NA;NA
"3793";"NLD";"NH";"Amsterdam";"Amsterdam";"Kiekstraat 18";"1087JD";"Oost";"IJburg West";"Haveneiland Zuidwest Rieteiland West";"Haveneiland Zuidwest Rieteiland West";"M";"M35";"M35c";"-1";52.354293;4.997968;NA;NA
"4390";"NLD";"NH";"Amsterdam";"Amsterdam";"Keizersgracht 587";"1017DR";"Centrum";"Grachtengordel Zuid";"Gouden Bocht";"Gouden Bocht";"A";"A03";"A03b";"-1";52.364083;4.8918;NA;NA
"4792";"NLD";"NH";"Amsterdam";"Amsterdam";"TT. Melaniaweg 12";"1033ST";"Noord";"Noordelijke IJ-oevers Oost";"NDSM terrein";"NDSM terrein";"N";"N71";"N71f";"-1";52.403617;4.892149;NA;NA
"4603";"NLD";"NH";"Amsterdam";"Amsterdam";"Sassenheimstraat 37";"1059BB";"Zuid";"Hoofddorppleinbuurt";"Aalsmeerwegbuurt Oost";"Aalsmeerwegbuurt Oost";"K";"K44";"K44d";"-1";52.348382;4.848572;NA;NA
